"PVWatts Hourly PV Performance Data"
"Requested Location","Sarnia"
"Location","Lat, Lng: 42.97, -82.42"
"Latitude (DD)","42.97"
"Longitude (DD)","-82.42"
"Elevation (m)","180.88000488281"
"DC System Size (kW)","2491.5"
"Module Type","Premium"
"Array Type","1-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","96"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","17","12","952","115","17","3.3","0.12","921.189","34.49","1876813.089","1800434.923"
"4","17","13","908","133","18","3.4","0.12","921.682","35.23","1875086.264","1798769.286"
"4","17","14","888","123","18","3.5","0.12","943.532","35.388","1927464.167","1849291.232"
"4","17","15","848","110","18","3.4","0.12","942.843","35.69","1939290.787","1860698.788"
"4","17","16","779","93","17","2.8","0.12","871.368","35.114","1815723.053","1741509.55"
"4","17","17","635","75","15","1.9","0.12","622.503","30.382","1326507.911","1269629.246"
"4","17","18","329","42","12","1.7","0.12","196.464","16.998","407367.226","383057.369"
"4","17","19","0","0","10","2","0.12","0","10","0","0"
"4","17","20","0","0","9","2.4","0.12","0","9","0","0"
"4","17","21","0","0","8","2.7","0.12","0","8","0","0"
"4","17","22","0","0","7","2.8","0.12","0","7","0","0"
"4","17","23","0","0","6","2.8","0.12","0","6","0","0"
"4","18","0","0","0","6","2.7","0.12","0","6","0","0"
"4","18","1","0","0","5","2.5","0.12","0","5","0","0"
"4","18","2","0","0","4","2.3","0.12","0","4","0","0"
"4","18","3","0","0","4","2.4","0.12","0","4","0","0"
"4","18","4","0","0","3","2.6","0.12","0","3","0","0"
"4","18","5","0","0","4","3","0.12","0","4","0","0"
"4","18","6","276","48","6","3.6","0.12","192.434","9.479","412107.592","387629.765"
"4","18","7","565","90","8","3.7","0.12","595.867","18.731","1321873.178","1265158.74"
"4","18","8","716","113","11","3.3","0.12","841.598","27.087","1802647.476","1728897.292"
"4","18","9","797","128","14","3.6","0.12","912.753","30.596","1910543.291","1832969.93"
"4","18","10","826","147","17","4.1","0.12","912.063","32.371","1881664.631","1805114.556"
"4","18","11","860","148","19","4.1","0.12","900.756","34.16","1837867.068","1762868.914"
"4","18","12","483","334","20","4.1","0.12","744.706","32.489","1507939.367","1444631.864"
"4","18","13","826","166","20","4.1","0.12","890.854","34.991","1811100.701","1737050.986"
"4","18","14","792","162","20","4.3","0.12","898.038","34.715","1836301.512","1761358.832"
"4","18","15","754","142","20","4.1","0.12","894.797","35.113","1841609.974","1766479.195"
"4","18","16","689","117","19","3.2","0.12","820.481","34.939","1707902.75","1637509.749"
"4","18","17","535","91","16","2.2","0.12","565.956","29.165","1208057.065","1155375.584"
"4","18","18","249","47","13","2.1","0.12","179.519","17.206","371117.977","348092.576"
"4","18","19","0","0","10","3.3","0.12","0","10","0","0"
"4","18","20","0","0","8","4.6","0.12","0","8","0","0"
"4","18","21","0","0","6","5.1","0.12","0","6","0","0"
"4","18","22","0","0","6","5.1","0.12","0","6","0","0"
"4","18","23","0","0","6","5.2","0.12","0","6","0","0"
"4","19","0","0","0","5","5","0.12","0","5","0","0"
"4","19","1","0","0","5","4.5","0.12","0","5","0","0"
"4","19","2","0","0","4","3.9","0.12","0","4","0","0"
"4","19","3","0","0","4","3.5","0.12","0","4","0","0"
"4","19","4","0","0","4","3.3","0.12","0","4","0","0"
"4","19","5","0","0","4","3.5","0.12","0","4","0","0"
"4","19","6","0","5","5","4.1","0.12","3.706","5.062","6825.04","0"
"4","19","7","107","128","6","4.8","0.12","233.513","9.598","518752.935","490496.24"
"4","19","8","104","214","8","5.2","0.12","304.665","12.45","667281.293","633761.647"
"4","19","9","429","249","9","5.2","0.12","684.56","18.985","1482017.083","1419628.109"
"4","19","10","375","328","10","5.1","0.12","672.992","19.909","1437266.604","1376463.318"
"4","19","11","488","320","11","5","0.12","752.702","22.208","1589482.01","1523285.127"
"4","19","12","320","401","12","5","0.12","674.127","22.008","1408150.144","1348378.569"
"4","19","13","195","410","12","5","0.12","577.668","20.584","1213842.314","1160955.838"
"4","19","14","302","346","12","5.1","0.12","625.903","21.212","1327593.478","1270676.347"
"4","19","15","283","282","12","5.1","0.12","563.259","20.312","1207628.925","1154962.614"
"4","19","16","380","181","11","4.8","0.12","568.096","19.746","1238920.928","1185145.817"
"4","19","17","134","125","9","4.6","0.12","250.476","12.964","551644.643","522222.464"
"4","19","18","0","31","8","4.8","0.12","23.169","8.353","45365.717","33883.013"
"4","19","19","0","0","6","5","0.12","0","6","0","0"
"4","19","20","0","0","5","5","0.12","0","5","0","0"
"4","19","21","0","0","5","5.4","0.12","0","5","0","0"
"4","19","22","0","0","4","6.2","0.12","0","4","0","0"
"4","19","23","0","0","4","6.7","0.12","0","4","0","0"
"4","20","0","0","0","4","6.6","0.12","0","4","0","0"
"4","20","1","0","0","5","6.2","0.12","0","5","0","0"
"4","20","2","0","0","5","5.9","0.12","0","5","0","0"
"4","20","3","0","0","5","6","0.12","0","5","0","0"
"4","20","4","0","0","7","6.5","0.12","0","7","0","0"
"4","20","5","0","0","7","7.1","0.12","0","7","0","0"
"4","20","6","0","10","7","7.1","0.12","7.423","7.087","14007.201","3635.654"
"4","20","7","0","14","7","7","0.12","10.419","7.125","20537.827","9934.874"
"4","20","8","0","52","7","7.1","0.12","38.949","7.46","80188.957","67472.327"
"4","20","9","0","71","8","7.4","0.12","53.379","8.61","109540.402","95783.734"
"4","20","10","0","105","8","7.7","0.12","89.651","8.994","185784.558","169326.257"
"4","20","11","10","217","9","7.6","0.12","216.123","11.414","454311.666","428338.381"
"4","20","12","2","149","10","7.1","0.12","150.639","11.761","309257.688","288424.242"
"4","20","13","5","172","10","6.5","0.12","167.735","12.092","348838.607","326602.652"
"4","20","14","3","166","10","5.5","0.12","145.449","12.033","303448.791","282821.178"
"4","20","15","0","68","10","4.1","0.12","51.107","10.858","103799.419","90246.177"
"4","20","16","0","42","9","4.5","0.12","31.427","9.501","63635.496","51505.421"
"4","20","17","0","15","7","6","0.12","11.163","7.149","22072.793","11415.45"
"4","20","18","0","2","5","5.9","0.12","1.481","5.02","2609.4","0"
"4","20","19","0","0","4","5.2","0.12","0","4","0","0"
"4","20","20","0","0","4","4.8","0.12","0","4","0","0"
"4","20","21","0","0","3","4","0.12","0","3","0","0"
"4","20","22","0","0","3","3.3","0.12","0","3","0","0"
"4","20","23","0","0","3","2.9","0.12","0","3","0","0"
"4","21","0","0","0","3","2.7","0.12","0","3","0","0"
"4","21","1","0","0","3","2.6","0.12","0","3","0","0"
"4","21","2","0","0","4","2.7","0.12","0","4","0","0"
"4","21","3","0","0","4","3","0.12","0","4","0","0"
"4","21","4","0","0","4","3.2","0.12","0","4","0","0"
"4","21","5","0","0","4","3.4","0.12","0","4","0","0"
"4","21","6","0","4","5","3.7","0.12","2.964","5.053","5431.293","0"
"4","21","7","0","26","5","4","0.12","19.382","5.332","39534.891","28258.797"
"4","21","8","0","47","5","4.4","0.12","35.19","5.569","72691.277","60240.32"
"4","21","9","16","229","6","4.6","0.12","200.488","9.145","431239.867","406084.108"
"4","21","10","47","330","7","4.9","0.12","352.139","12.302","755468.78","718824.302"
"4","21","11","812","182","7","5.1","0.12","899.804","20.255","1926174.123","1848046.899"
"4","21","12","2","146","7","5.4","0.12","147.637","9.077","305891.209","285177.051"
"4","21","13","28","327","8","5.5","0.12","343.796","12.797","729519.395","693794.406"
"4","21","14","1","151","8","5.6","0.12","130.414","9.801","273192.041","253636.545"
"4","21","15","120","299","7","5.8","0.12","406.975","12.517","886662.312","845369.125"
"4","21","16","67","208","6","5.6","0.12","262.725","9.656","577696.865","547351.552"
"4","21","17","0","79","6","4.9","0.12","61.857","6.939","131330.282","116801.511"
"4","21","18","0","27","5","4.3","0.12","20.148","5.328","39903.729","28614.565"
"4","21","19","0","0","4","4","0.12","0","4","0","0"
"4","21","20","0","0","3","4","0.12","0","3","0","0"
"4","21","21","0","0","3","4","0.12","0","3","0","0"
"4","21","22","0","0","2","4.2","0.12","0","2","0","0"
"4","21","23","0","0","2","4.4","0.12","0","2","0","0"
"4","22","0","0","0","2","4.4","0.12","0","2","0","0"
"4","22","1","0","0","2","4.4","0.12","0","2","0","0"
"4","22","2","0","0","1","4.3","0.12","0","1","0","0"
"4","22","3","0","0","1","4.3","0.12","0","1","0","0"
"4","22","4","0","0","1","4.5","0.12","0","1","0","0"
"4","22","5","0","0","1","4.8","0.12","0","1","0","0"
"4","22","6","0","27","1","5.2","0.12","20.14","1.292","40853.568","29530.747"
"4","22","7","0","74","2","5.8","0.12","56.624","2.771","121731.773","107543.116"
"4","22","8","16","181","4","5.9","0.12","166.02","6.229","362773.744","340044.012"
"4","22","9","170","306","5","5.5","0.12","460.111","11.461","1009597.186","963947.928"
"4","22","10","57","342","6","5.1","0.12","373.549","11.485","805015.792","766615.665"
"4","22","11","216","416","7","4.8","0.12","603.812","16.203","1288848.557","1233304.312"
"4","22","12","128","430","8","4.8","0.12","540.435","16.211","1139226.115","1088983.588"
"4","22","13","104","408","9","5.1","0.12","491.607","16.206","1042311.117","995502.673"
"4","22","14","3","162","9","5.4","0.12","142.104","11.01","297258.882","276850.602"
"4","22","15","32","256","9","5.4","0.12","259.286","12.679","555721.534","526154.894"
"4","22","16","29","190","8","5.1","0.12","205.356","11.033","444791.083","419155.15"
"4","22","17","0","12","7","4.4","0.12","8.928","7.145","17478.756","6984.198"
"4","22","18","5","47","6","4.1","0.12","44.487","6.746","90737.783","77647.367"
"4","22","19","0","0","5","4.5","0.12","0","5","0","0"
"4","22","20","0","0","3","4.8","0.12","0","3","0","0"
"4","22","21","0","0","2","4.7","0.12","0","2","0","0"
"4","22","22","0","0","1","4.5","0.12","0","1","0","0"
"4","22","23","0","0","1","4.3","0.12","0","1","0","0"
"4","23","0","0","0","0","4.1","0.12","0","0","0","0"
"4","23","1","0","0","0","4.1","0.12","0","0","0","0"
"4","23","2","0","0","0","4","0.12","0","0","0","0"
"4","23","3","0","0","0","3.9","0.12","0","0","0","0"
"4","23","4","0","0","0","4","0.12","0","0","0","0"
"4","23","5","0","0","0","4.2","0.12","0","0","0","0"
"4","23","6","406","49","1","4.2","0.12","259.883","5.322","578525.673","548150.992"
"4","23","7","647","85","3","3.9","0.12","690.632","15.075","1554955.951","1489982.463"
"4","23","8","752","114","5","3.4","0.12","883.196","21.61","1926360.304","1848226.483"
"4","23","9","828","131","6","2.9","0.12","951.402","25.365","2026601.392","1944915.631"
"4","23","10","926","113","8","2.4","0.12","969.477","29.539","2021250.22","1939754.072"
"4","23","11","968","104","9","2","0.12","958.933","32.004","1973829.907","1894014.05"
"4","23","12","967","107","10","1.8","0.12","943.772","33.584","1928238.331","1850037.965"
"4","23","13","899","138","11","1.8","0.12","934.607","34.36","1905491.409","1828097.056"
"4","23","14","890","122","12","2","0.12","949.028","34.793","1941340.834","1862676.194"
"4","23","15","844","113","13","2.1","0.12","951.46","35.446","1956326.859","1877131.204"
"4","23","16","752","104","12","2","0.12","871.384","33.037","1826398.259","1751806.491"
"4","23","17","598","85","11","1.8","0.12","632.403","26.954","1364030.072","1305821.847"
"4","23","18","320","49","9","2","0.12","215.756","14.175","459600.727","433440.03"
"4","23","19","0","0","7","3","0.12","0","7","0","0"
"4","23","20","0","0","6","3.4","0.12","0","6","0","0"
"4","23","21","0","0","6","3.4","0.12","0","6","0","0"
"4","23","22","0","0","5","3.7","0.12","0","5","0","0"
"4","23","23","0","0","5","4","0.12","0","5","0","0"
"4","24","0","0","0","5","4.4","0.12","0","5","0","0"
"4","24","1","0","0","5","4.6","0.12","0","5","0","0"
"4","24","2","0","0","5","4.8","0.12","0","5","0","0"
"4","24","3","0","0","6","5","0.12","0","6","0","0"
"4","24","4","0","0","6","5.1","0.12","0","6","0","0"
"4","24","5","0","0","6","5.3","0.12","0","6","0","0"
"4","24","6","244","60","8","5.5","0.12","210.762","10.964","456279.873","430236.847"
"4","24","7","143","138","10","5.5","0.12","279.911","13.957","616036.819","584332.97"
"4","24","8","548","149","12","5.5","0.12","716.626","22.118","1555008.068","1490032.733"
"4","24","9","628","192","15","5.4","0.12","828.653","26.803","1750904.766","1678988.033"
"4","24","10","668","215","17","5.3","0.12","851.075","29.241","1768981.823","1696424.547"
"4","24","11","671","240","19","5.5","0.12","842.557","30.813","1731822.098","1660581.539"
"4","24","12","200","435","20","5.5","0.12","608.683","28.488","1233887.343","1180290.592"
"4","24","13","211","417","20","5.2","0.12","601.826","28.722","1228401.943","1174999.562"
"4","24","14","697","200","21","4.7","0.12","866.265","34.442","1768539.088","1695997.5"
"4","24","15","702","158","21","3.8","0.12","869.527","36.332","1778171.282","1705288.388"
"4","24","16","632","132","21","2.9","0.12","788.302","37.092","1624095.947","1556672.555"
"4","24","17","402","105","20","2.7","0.12","488.91","30.36","1034179.723","987659.408"
"4","24","18","203","56","19","3.7","0.12","168.277","22.003","344864.759","322769.613"
"4","24","19","0","0","18","5.2","0.12","0","18","0","0"
"4","24","20","0","0","17","5.6","0.12","0","17","0","0"
"4","24","21","0","0","16","5.3","0.12","0","16","0","0"
"4","24","22","0","0","14","5.3","0.12","0","14","0","0"
"4","24","23","0","0","14","5.5","0.12","0","14","0","0"
"4","25","0","0","0","14","6.1","0.12","0","14","0","0"
"4","25","1","0","0","15","6.2","0.12","0","15","0","0"
"4","25","2","0","0","14","5.4","0.12","0","14","0","0"
"4","25","3","0","0","14","4.8","0.12","0","14","0","0"
"4","25","4","0","0","14","4.6","0.12","0","14","0","0"
"4","25","5","0","0","14","5","0.12","0","14","0","0"
"4","25","6","3","55","14","5.2","0.12","50.858","14.74","101967.259","88478.938"
"4","25","7","429","107","15","5","0.12","529.932","22.977","1153521.646","1102772.572"
"4","25","8","511","178","16","4.8","0.12","713.659","26.983","1519906.732","1456175.178"
"4","25","9","590","210","18","5.7","0.12","803.405","29.044","1682379.768","1612891.147"
"4","25","10","543","286","21","7","0.12","803.226","30.571","1656676.942","1588099.075"
"4","25","11","483","331","22","7.5","0.12","767.036","30.684","1569482.483","1503994.263"
"4","25","12","424","365","22","7.3","0.12","734.585","30.463","1494117.358","1431299.623"
"4","25","13","31","339","21","6.8","0.12","358.846","25.338","727950.353","692280.961"
"4","25","14","0","42","20","6.3","0.12","35.614","20.455","67753.923","55477.916"
"4","25","15","0","80","19","5.8","0.12","60.191","19.814","118505.443","104431.108"
"4","25","16","0","31","18","5.1","0.12","23.178","18.342","44524.616","33071.716"
"4","25","17","55","130","17","3.8","0.12","176.796","20.126","373237.797","350137.281"
"4","25","18","0","7","16","2.4","0.12","5.192","16.115","9262.937","0"
"4","25","19","0","0","15","1.7","0.12","0","15","0","0"
"4","25","20","0","0","13","3.3","0.12","0","13","0","0"
"4","25","21","0","0","10","5.3","0.12","0","10","0","0"
"4","25","22","0","0","7","5.6","0.12","0","7","0","0"
"4","25","23","0","0","6","5.3","0.12","0","6","0","0"
"4","26","0","0","0","6","4.5","0.12","0","6","0","0"
"4","26","1","0","0","6","3.7","0.12","0","6","0","0"
"4","26","2","0","0","6","3.3","0.12","0","6","0","0"
"4","26","3","0","0","6","3.4","0.12","0","6","0","0"
"4","26","4","0","0","6","3","0.12","0","6","0","0"
"4","26","5","0","0","6","2.2","0.12","0","0","0","0"
"4","26","6","8","57","7","1.8","0.12","55.018","8.375","113827.953","99919.36"
"4","26","7","0","15","9","2.2","0.12","11.168","9.258","21853.335","11203.769"
"4","26","8","0","153","11","3.1","0.12","123.01","13.414","258157.483","239134.721"
"4","26","9","293","295","12","3.5","0.12","585.561","22.782","1242674.175","1188766.072"
"4","26","10","77","362","14","3.4","0.12","413.142","21.693","860496.594","820130.562"
"4","26","11","742","199","17","3.6","0.12","867.835","32.707","1773952.319","1701218.919"
"4","26","12","752","199","20","4","0.12","856.35","34.596","1734217.186","1662891.76"
"4","26","13","632","262","21","4","0.12","835.548","35.243","1688215.786","1618520.373"
"4","26","14","200","374","22","3.7","0.12","551.854","31.824","1119593.652","1070046.781"
"4","26","15","340","279","22","2.9","0.12","617.328","34.541","1258332.156","1203869.228"
"4","26","16","0","73","22","1.9","0.12","54.788","23.342","107003.465","93336.691"
"4","26","17","154","134","21","1.1","0.12","282.833","29.353","588343.547","557620.98"
"4","26","18","42","58","19","1","0.12","82.284","21.472","163782.473","148103.793"
"4","26","19","0","0","17","1.4","0.12","0","17","0","0"
"4","26","20","0","0","15","1.9","0.12","0","15","0","0"
"4","26","21","0","0","15","2.6","0.12","0","15","0","0"
"4","26","22","0","0","14","3.3","0.12","0","14","0","0"
"4","26","23","0","0","14","3.6","0.12","0","14","0","0"
"4","27","0","0","0","13","3.5","0.12","0","13","0","0"
"4","27","1","0","0","12","3.3","0.12","0","12","0","0"
"4","27","2","0","0","12","3.1","0.12","0","12","0","0"
"4","27","3","0","0","12","3","0.12","0","12","0","0"
"4","27","4","0","0","12","3.4","0.12","0","12","0","0"
"4","27","5","0","0","13","4.4","0.12","0","0","0","0"
"4","27","6","332","59","15","5.4","0.12","253.669","18.617","540729.855","511694.43"
"4","27","7","601","89","17","6.2","0.12","679.043","25.883","1470637.907","1408652.142"
"4","27","8","729","110","20","7","0.12","860.552","30.32","1817728.703","1743444.131"
"4","27","9","802","122","21","7.7","0.12","921.671","31.295","1920421.835","1842498.437"
"4","27","10","694","213","22","8","0.12","877.056","31.501","1807783.471","1733851.299"
"4","27","11","732","217","22","7.7","0.12","878.797","31.775","1801426.951","1727720.015"
"4","27","12","297","419","22","7.7","0.12","679.503","29.524","1379032.593","1320292.77"
"4","27","13","336","392","23","7.9","0.12","695.948","30.58","1418109.878","1357985.391"
"4","27","14","534","273","23","8","0.12","787.261","31.524","1618402.005","1551180.371"
"4","27","15","622","193","23","7.2","0.12","829.729","32.721","1716119.741","1645435.579"
"4","27","16","10","174","22","6","0.12","153.217","24.033","311797.121","290873.693"
"4","27","17","0","84","21","4.9","0.12","65.915","22","131947.259","117396.627"
"4","27","18","0","22","19","4.3","0.12","16.385","19.268","30515.964","19559.446"
"4","27","19","0","0","17","4.3","0.12","0","17","0","0"
"4","27","20","0","0","17","4.6","0.12","0","17","0","0"
"4","27","21","0","0","16","4.5","0.12","0","16","0","0"
"4","27","22","0","0","16","3.9","0.12","0","16","0","0"
"4","27","23","0","0","15","3.3","0.12","0","15","0","0"
"4","28","0","0","0","15","2.7","0.12","0","15","0","0"
"4","28","1","0","0","15","1.8","0.12","0","15","0","0"
"4","28","2","0","0","14","2.2","0.12","0","14","0","0"
"4","28","3","0","0","12","3.8","0.12","0","12","0","0"
"4","28","4","0","0","9","5.3","0.12","0","9","0","0"
"4","28","5","0","0","6","6.6","0.12","0","0","0","0"
"4","28","6","0","55","5","7.1","0.12","47.454","5.56","98817.659","85440.941"
"4","28","7","0","23","5","6.8","0.12","17.144","5.209","34775.455","23668.006"
"4","28","8","0","54","5","6.7","0.12","40.47","5.498","83919.005","71070.205"
"4","28","9","0","114","5","6.7","0.12","86.791","6.064","182863.497","166508.7"
"4","28","10","9","224","6","6.7","0.12","206.035","8.52","439723.777","414267.399"
"4","28","11","24","323","6","6.6","0.12","332.931","10.107","711106.342","676033.801"
"4","28","12","89","424","7","6.4","0.12","502.143","13.318","1065054.987","1017440.638"
"4","28","13","67","394","7","6.3","0.12","446.339","12.689","953862.1","910187.758"
"4","28","14","91","366","7","6.3","0.12","429.905","12.494","926883.643","884165.254"
"4","28","15","17","234","7","6.3","0.12","205.857","9.635","442029.452","416491.375"
"4","28","16","232","218","8","6.1","0.12","470.557","14.193","1036988.493","990368.652"
"4","28","17","644","86","7","5.3","0.12","695.143","17.089","1554222.335","1489274.842"
"4","28","18","402","52","6","4","0.12","265.585","10.546","581917.224","551422.367"
"4","28","19","0","0","4","3.2","0.12","0","4","0","0"
"4","28","20","0","0","4","3.1","0.12","0","4","0","0"
"4","28","21","0","0","4","3.1","0.12","0","4","0","0"
"4","28","22","0","0","4","3.1","0.12","0","4","0","0"
"4","28","23","0","0","4","3","0.12","0","4","0","0"
"4","29","0","0","0","4","3","0.12","0","4","0","0"
"4","29","1","0","0","4","3.1","0.12","0","4","0","0"
"4","29","2","0","0","4","3.4","0.12","0","4","0","0"
"4","29","3","0","0","4","3.5","0.12","0","4","0","0"
"4","29","4","0","0","3","3.5","0.12","0","3","0","0"
"4","29","5","0","0","3","3.9","0.12","0","0","0","0"
"4","29","6","213","61","5","4.5","0.12","189.555","8.03","416639.304","392000.901"
"4","29","7","288","134","7","5.2","0.12","429.083","13.295","959759.017","915875.723"
"4","29","8","784","108","9","6","0.12","907.012","21.093","1979573.577","1899554.198"
"4","29","9","866","115","11","6","0.12","978.052","24.002","2091450.043","2007466.436"
"4","29","10","848","153","12","5.9","0.12","956.636","24.831","2023401.249","1941828.882"
"4","29","11","865","161","13","5.9","0.12","942.256","25.622","1978785.577","1898794.12"
"4","29","12","871","161","14","5.8","0.12","929.112","26.582","1940946.309","1862295.649"
"4","29","13","854","162","15","5.7","0.12","936.761","27.84","1952226.27","1873175.915"
"4","29","14","818","158","15","5.4","0.12","938.267","28.341","1960639.216","1881290.757"
"4","29","15","761","147","14","4.8","0.12","920.341","28.13","1938901.025","1860322.837"
"4","29","16","686","126","13","3.9","0.12","838.259","27.608","1787820.497","1714595.693"
"4","29","17","538","102","12","2.8","0.12","624.136","24.998","1353763.991","1295919.535"
"4","29","18","123","63","11","2.2","0.12","150.442","14.472","317372.24","296251.264"
"4","29","19","0","0","9","2.4","0.12","0","9","0","0"
"4","29","20","0","0","8","3.1","0.12","0","8","0","0"
"4","29","21","0","0","7","3.6","0.12","0","7","0","0"
"4","29","22","0","0","7","3.7","0.12","0","7","0","0"
"4","29","23","0","0","7","3.7","0.12","0","7","0","0"
"4","30","0","0","0","7","3.3","0.12","0","7","0","0"
"4","30","1","0","0","7","2.8","0.12","0","7","0","0"
"4","30","2","0","0","8","2.4","0.12","0","8","0","0"
"4","30","3","0","0","8","2.5","0.12","0","8","0","0"
"4","30","4","0","0","8","2.8","0.12","0","8","0","0"
"4","30","5","0","0","9","3.1","0.12","0","0","0","0"
"4","30","6","0","39","9","3.4","0.12","29.156","9.545","58691.507","46736.618"
"4","30","7","22","134","10","3.5","0.12","136.091","12.515","291801.278","271586.382"
"4","30","8","269","225","10","3.7","0.12","512.686","19.183","1111053.403","1061809.147"
"4","30","9","71","303","12","4.1","0.12","342.301","17.753","725589.255","690003.527"
"4","30","10","0","142","13","4.3","0.12","123.807","15.016","253137.108","234292.238"
"4","30","11","6","176","14","4.7","0.12","174.145","16.681","355606.641","333130.867"
"4","30","12","3","157","14","5.1","0.12","159.495","16.327","322153.699","300863.297"
"4","30","13","11","239","14","5.5","0.12","238.117","17.32","490712.047","463448.952"
"4","30","14","0","131","14","5.7","0.12","112.656","15.537","229248.037","211249.652"
"4","30","15","0","38","15","6","0.12","28.516","15.377","55342.911","43506.676"
"4","30","16","0","20","15","7.1","0.12","14.943","15.176","28511.095","17625.617"
"4","30","17","23","128","15","8.8","0.12","131.585","16.335","277977.508","258252.444"
"4","30","18","0","38","16","9.3","0.12","28.417","16.275","55209.58","43378.069"
"4","30","19","0","1","7.3","5.5","0.14","0.786","7.309","0","0"
"4","30","20","0","0","5.4","6.2","0.14","0","5.4","0","0"
"4","30","21","0","0","4.5","6","0.14","0","4.5","0","0"
"4","30","22","0","0","4.4","5.4","0.14","0","4.4","0","0"
"4","30","23","0","0","4.5","5","0.14","0","4.5","0","0"
"5","1","0","0","0","4.6","4.8","0.14","0","4.6","0","0"
"5","1","1","0","0","4.7","4.8","0.14","0","4.7","0","0"
"5","1","2","0","0","4.6","4.9","0.14","0","4.6","0","0"
"5","1","3","0","0","4.5","5.1","0.14","0","4.5","0","0"
"5","1","4","0","0","4.2","5.2","0.14","0","4.2","0","0"
"5","1","5","52","9","4.4","5.3","0.14","8.943","4.511","11644.32","1356.5"
"5","1","6","458","57","5.3","5.7","0.14","326.008","9.795","727267.199","691622.014"
"5","1","7","3","112","6.5","5.8","0.14","95.091","7.794","204222.769","187111.128"
"5","1","8","2","153","7.8","5.6","0.14","124.598","9.529","265167.098","245895.958"
"5","1","9","372","272","9.4","5.4","0.14","640.702","18.511","1382992.88","1324112.727"
"5","1","10","918","110","10.8","5.3","0.14","973.432","24.811","2060767.561","1977871.157"
"5","1","11","945","111","11.6","5.2","0.14","963.925","25.628","2026891.171","1945195.142"
"5","1","12","956","109","11.9","5","0.14","956.598","26.167","2005089.56","1924166.049"
"5","1","13","955","103","12.2","4.6","0.14","968.108","27.412","2023871.998","1942282.95"
"5","1","14","939","96","12.3","4.2","0.14","983.381","28.639","2055693.093","1972976.497"
"5","1","15","909","87","12.3","3.7","0.14","986.852","29.969","2068706.181","1985528.48"
"5","1","16","844","78","12.2","3.2","0.14","933.048","30.321","1974142.495","1894315.561"
"5","1","17","733","66","11.4","2.3","0.14","757.69","28.696","1628864.326","1561271.971"
"5","1","18","178","60","10.8","1.6","0.14","169.441","15.233","359613.398","336995.65"
"5","1","19","0","3","9.6","0.6","0.14","2.359","9.668","2799.327","0"
"5","1","20","0","0","9.7","0.3","0.14","0","9.7","0","0"
"5","1","21","0","0","9.2","0.6","0.14","0","9.2","0","0"
"5","1","22","0","0","8.2","1","0.14","0","8.2","0","0"
"5","1","23","0","0","7.4","1.4","0.14","0","7.4","0","0"
"5","2","0","0","0","7.2","1.8","0.14","0","7.2","0","0"
"5","2","1","0","0","7","2.2","0.14","0","7","0","0"
"5","2","2","0","0","6.9","2.4","0.14","0","6.9","0","0"
"5","2","3","0","0","6.8","2.3","0.14","0","6.8","0","0"
"5","2","4","0","0","7","2.3","0.14","0","7","0","0"
"5","2","5","0","3","7.7","2.8","0.14","2.359","7.742","2828.217","0"
"5","2","6","12","47","9","3.8","0.14","47.755","9.841","98465.549","85101.307"
"5","2","7","314","111","11.3","4.6","0.14","446.354","18.37","981763.955","937100.939"
"5","2","8","450","172","14.1","5.7","0.14","652.135","23.085","1403595.301","1343985.123"
"5","2","9","96","291","15.8","6.7","0.14","355.22","20.161","747752.446","711381.387"
"5","2","10","71","311","16.6","7.2","0.14","358.575","20.773","745861.642","709557.582"
"5","2","11","352","381","17.5","7.6","0.14","702.327","25.366","1457388.274","1395871.997"
"5","2","12","738","199","18.3","7.8","0.14","855.454","27.72","1774872.152","1702106.159"
"5","2","13","386","373","19.1","7.6","0.14","726.42","27.239","1499931.622","1436907.865"
"5","2","14","584","249","19.6","6.7","0.14","820.034","29.676","1697692.836","1627661.613"
"5","2","15","342","271","19.5","5.2","0.14","613.786","28.444","1278342.705","1223170.724"
"5","2","16","255","213","19","4","0.14","487.786","27.361","1025944.077","979715.583"
"5","2","17","224","118","18.5","4.4","0.14","346.686","24.139","741534.225","705383.503"
"5","2","18","17","56","18.2","5.1","0.14","64.761","19.155","129454.991","114992.67"
"5","2","19","0","4","15.5","4.2","0.15","3.145","15.545","3668.669","0"
"5","2","20","0","0","14.4","3.4","0.15","0","14.4","0","0"
"5","2","21","0","0","13.7","3.3","0.15","0","13.7","0","0"
"5","2","22","0","0","12.8","3.2","0.15","0","12.8","0","0"
"5","2","23","0","0","11.9","2.9","0.15","0","11.9","0","0"
"5","3","0","0","0","10.9","2.6","0.15","0","10.9","0","0"
