"PVWatts Hourly PV Performance Data"
"Requested Location","Sarnia"
"Location","Lat, Lng: 42.97, -82.42"
"Latitude (DD)","42.97"
"Longitude (DD)","-82.42"
"Elevation (m)","180.88000488281"
"DC System Size (kW)","2491.5"
"Module Type","Premium"
"Array Type","1-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","96"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","-4","4.4","0.87","0","-4","0","0"
"1","1","1","0","0","-5","4.3","0.87","0","-5","0","0"
"1","1","2","0","0","-5","4.1","0.87","0","-5","0","0"
"1","1","3","0","0","-6","3.9","0.87","0","-6","0","0"
"1","1","4","0","0","-6","3.9","0.87","0","-6","0","0"
"1","1","5","0","0","-6","3.9","0.87","0","-6","0","0"
"1","1","6","0","0","-7","3.8","0.87","0","-7","0","0"
"1","1","7","0","0","-7","3.6","0.87","0","-7","0","0"
"1","1","8","307","26","-7","3.5","0.87","107.963","-5.287","161974.397","146359.784"
"1","1","9","662","57","-6","4","0.87","432.991","1.442","1004471.061","959003.441"
"1","1","10","803","74","-5","4.6","0.87","543.032","3.613","1266834.433","1212070.236"
"1","1","11","863","84","-5","4.5","0.87","497.364","2.949","1138128.014","1087924.397"
"1","1","12","881","88","-5","4.1","0.87","448.113","2.529","1006325.531","960792.201"
"1","1","13","861","86","-5","3.9","0.87","489.808","3.507","1114616.008","1065245.515"
"1","1","14","805","77","-5","3.5","0.87","542.328","5.069","1258605.268","1204132.663"
"1","1","15","686","59","-5","2.9","0.87","469.182","4.59","1081644.077","1033441.91"
"1","1","16","395","29","-7","2.5","0.87","148.986","-3.922","283080.425","263174.544"
"1","1","17","0","0","-8","2.5","0.87","0","-8","0","0"
"1","1","18","0","0","-9","2.5","0.87","0","-9","0","0"
"1","1","19","0","0","-9","2.5","0.87","0","-9","0","0"
"1","1","20","0","0","-9","2.6","0.87","0","-9","0","0"
"1","1","21","0","0","-9","2.8","0.87","0","-9","0","0"
"1","1","22","0","0","-10","3","0.87","0","-10","0","0"
"1","1","23","0","0","-11","3.1","0.87","0","-11","0","0"
"1","2","0","0","0","-12","3.2","0.87","0","-12","0","0"
"1","2","1","0","0","-13","3.3","0.87","0","-13","0","0"
"1","2","2","0","0","-13","3.3","0.87","0","-13","0","0"
"1","2","3","0","0","-14","3.4","0.87","0","-14","0","0"
"1","2","4","0","0","-13","3.3","0.87","0","-13","0","0"
"1","2","5","0","0","-13","3.2","0.87","0","-13","0","0"
"1","2","6","0","0","-13","3","0.87","0","-13","0","0"
"1","2","7","0","0","-13","2.8","0.87","0","-13","0","0"
"1","2","8","0","18","-11","2.8","0.87","14.905","-10.737","20840.68","10226.996"
"1","2","9","14","75","-8","3.4","0.87","78.716","-6.529","174894.948","158822.509"
"1","2","10","35","122","-6","3.9","0.87","137.715","-3.607","311476.579","290564.509"
"1","2","11","37","155","-5","3.8","0.87","164.291","-2.108","369245.285","346286.24"
"1","2","12","50","168","-4","3.5","0.87","188.25","-0.539","419691.515","394944.96"
"1","2","13","35","155","-4","3.2","0.87","163.823","-0.836","366191.764","343340.918"
"1","2","14","21","123","-4","2.4","0.87","121.564","-1.296","270979.357","251502.265"
"1","2","15","0","45","-4","1.6","0.87","37.317","-3.027","79572.894","66878.094"
"1","2","16","0","13","-5","1.4","0.87","10.727","-4.722","18574.923","8041.524"
"1","2","17","0","0","-6","1.5","0.87","0","-6","0","0"
"1","2","18","0","0","-6","1.7","0.87","0","-6","0","0"
"1","2","19","0","0","-7","1.9","0.87","0","-7","0","0"
"1","2","20","0","0","-7","2.1","0.87","0","-7","0","0"
"1","2","21","0","0","-8","2.2","0.87","0","-8","0","0"
"1","2","22","0","0","-8","2.3","0.87","0","-8","0","0"
"1","2","23","0","0","-8","2.4","0.87","0","-8","0","0"
"1","3","0","0","0","-8","2.5","0.87","0","-8","0","0"
"1","3","1","0","0","-7","2.7","0.87","0","-7","0","0"
"1","3","2","0","0","-7","2.9","0.87","0","-7","0","0"
"1","3","3","0","0","-7","3","0.87","0","-7","0","0"
"1","3","4","0","0","-7","3.1","0.87","0","-7","0","0"
"1","3","5","0","0","-7","3.1","0.87","0","-7","0","0"
"1","3","6","0","0","-7","3.3","0.87","0","-7","0","0"
"1","3","7","0","0","-8","3.6","0.87","0","-8","0","0"
"1","3","8","0","12","-7","4.4","0.87","9.905","-6.863","13409.284","3058.924"
"1","3","9","0","31","-6","5.2","0.87","25.644","-5.627","54330.363","42530.007"
"1","3","10","0","76","-5","5.7","0.87","64.325","-4.117","141285.828","126404.293"
"1","3","11","34","152","-4","6","0.87","159.882","-1.878","358732.139","336145.617"
"1","3","12","0","138","-3","6.1","0.87","137.584","-1.198","304692.579","284020.893"
"1","3","13","111","181","-1","6","0.87","229.865","2.051","514311.685","486212.361"
"1","3","14","0","96","-1","5.6","0.87","82.968","0.153","180978.045","164690.057"
"1","3","15","0","27","-1","5.1","0.87","22.315","-0.671","46242.403","34728.635"
"1","3","16","228","37","-1","4.9","0.87","132.547","0.924","255726.892","236790.255"
"1","3","17","0","0","-2","4.4","0.87","0","-2","0","0"
"1","3","18","0","0","-3","4","0.87","0","-3","0","0"
"1","3","19","0","0","-4","4","0.87","0","-4","0","0"
"1","3","20","0","0","-4","4.2","0.87","0","-4","0","0"
"1","3","21","0","0","-4","4.4","0.87","0","-4","0","0"
"1","3","22","0","0","-4","4.3","0.87","0","-4","0","0"
"1","3","23","0","0","-5","4.3","0.87","0","-5","0","0"
"1","4","0","0","0","-5","4.6","0.87","0","-5","0","0"
"1","4","1","0","0","-5","5.2","0.87","0","-5","0","0"
"1","4","2","0","0","-4","6","0.87","0","-4","0","0"
"1","4","3","0","0","-3","6.6","0.87","0","-3","0","0"
"1","4","4","0","0","-3","6.9","0.87","0","-3","0","0"
"1","4","5","0","0","-3","7.1","0.87","0","-3","0","0"
"1","4","6","0","0","-3","7.4","0.87","0","-3","0","0"
"1","4","7","0","0","-3","7.5","0.87","0","-3","0","0"
"1","4","8","270","24","-3","7.7","0.87","101.124","-2.029","149477.278","134305.488"
"1","4","9","590","61","-3","8.2","0.87","402.062","1.305","931285.78","888411.406"
"1","4","10","711","86","-2","8.5","0.87","512.345","3.354","1193771.04","1141595.77"
"1","4","11","776","98","-1","8.3","0.87","477.257","4.051","1088614.295","1040165.146"
"1","4","12","812","98","-1","8.1","0.87","434.002","3.653","972110.448","927789.494"
"1","4","13","785","99","0","7.8","0.87","470.626","5.206","1064168.494","1016585.557"
"1","4","14","764","80","0","7.4","0.87","524.138","6.061","1211194.91","1158402.243"
"1","4","15","653","61","0","7.1","0.87","464.494","5.524","1068224.851","1020498.181"
"1","4","16","360","32","-1","7","0.87","153.307","0.767","303654.244","283019.351"
"1","4","17","0","0","-2","7.1","0.87","0","-2","0","0"
"1","4","18","0","0","-2","7","0.87","0","-2","0","0"
"1","4","19","0","0","-2","6.7","0.87","0","-2","0","0"
"1","4","20","0","0","-2","6.1","0.87","0","-2","0","0"
"1","4","21","0","0","-3","5.2","0.87","0","-3","0","0"
"1","4","22","0","0","-4","4.3","0.87","0","-4","0","0"
"1","4","23","0","0","-5","3.8","0.87","0","-5","0","0"
"1","5","0","0","0","-6","3.6","0.87","0","-6","0","0"
"1","5","1","0","0","-6","3.5","0.87","0","-6","0","0"
"1","5","2","0","0","-6","3.4","0.87","0","-6","0","0"
"1","5","3","0","0","-6","2.9","0.87","0","-6","0","0"
"1","5","4","0","0","-6","2.4","0.87","0","-6","0","0"
"1","5","5","0","0","-6","1.9","0.87","0","-6","0","0"
"1","5","6","0","0","-6","1.5","0.87","0","-6","0","0"
"1","5","7","0","0","-6","1.3","0.87","0","-6","0","0"
"1","5","8","285","26","-5","1.6","0.87","105.034","-2.637","155829.344","140432.475"
"1","5","9","622","60","-4","2.8","0.87","418.587","4.698","959821.099","915935.605"
"1","5","10","757","80","-3","3.9","0.87","533.592","6.327","1232549.718","1179000.365"
"1","5","11","807","94","-2","4.3","0.87","489.785","6.049","1111043.263","1061799.366"
"1","5","12","26","161","-2","4.6","0.87","171.202","0.689","379135.188","355825.704"
"1","5","13","49","165","-1","4.7","0.87","180.591","1.803","401125.866","377037.165"
"1","5","14","184","136","-1","4.8","0.87","241.33","2.715","547712.964","518430.1"
"1","5","15","0","74","-1","4.6","0.87","67.41","0.06","145455.021","130425.755"
"1","5","16","0","23","-1","4.3","0.87","19.052","-0.699","34920.234","23807.655"
"1","5","17","0","0","-2","4.1","0.87","0","-2","0","0"
"1","5","18","0","0","-2","4.3","0.87","0","-2","0","0"
"1","5","19","0","0","-1","4.6","0.87","0","-1","0","0"
"1","5","20","0","0","-1","4.8","0.87","0","-1","0","0"
"1","5","21","0","0","-1","5.2","0.87","0","-1","0","0"
"1","5","22","0","0","-1","5.4","0.87","0","-1","0","0"
"1","5","23","0","0","-1","5.5","0.87","0","-1","0","0"
"1","6","0","0","0","0","5.6","0.87","0","0","0","0"
"1","6","1","0","0","0","5.5","0.87","0","0","0","0"
"1","6","2","0","0","0","5.4","0.87","0","0","0","0"
"1","6","3","0","0","-1","5.5","0.87","0","-1","0","0"
"1","6","4","0","0","-1","5.3","0.87","0","-1","0","0"
"1","6","5","0","0","-1","5","0.87","0","-1","0","0"
"1","6","6","0","0","-1","4.8","0.87","0","-1","0","0"
"1","6","7","0","0","-1","4.8","0.87","0","-1","0","0"
"1","6","8","0","2","0","5.1","0.87","1.642","0.021","1991.896","0"
"1","6","9","0","11","0","5.1","0.87","9.064","0.133","18000.192","7487.158"
"1","6","10","0","32","0","5","0.87","26.472","0.396","55278.688","43444.728"
"1","6","11","16","145","0","4.8","0.87","139.648","2.14","307285.557","286521.992"
"1","6","12","0","117","0","4.6","0.87","116.497","1.83","253837.817","234968.118"
"1","6","13","0","131","1","4.2","0.87","120.876","3.007","263522.238","244309.381"
"1","6","14","0","90","1","3.9","0.87","76.985","2.335","166080.557","150320.446"
"1","6","15","0","31","0","3.9","0.87","25.639","0.444","53233.962","41472.455"
"1","6","16","169","43","0","4.1","0.87","122.202","2.003","244382.168","225847.521"
"1","6","17","0","0","0","4.5","0.87","0","0","0","0"
"1","6","18","0","0","0","4.9","0.87","0","0","0","0"
"1","6","19","0","0","0","4.7","0.87","0","0","0","0"
"1","6","20","0","0","-1","4.3","0.87","0","-1","0","0"
"1","6","21","0","0","-1","4.2","0.87","0","-1","0","0"
"1","6","22","0","0","-1","3.8","0.87","0","-1","0","0"
"1","6","23","0","0","-2","3","0.87","0","-2","0","0"
"1","7","0","0","0","-2","2.3","0.87","0","-2","0","0"
"1","7","1","0","0","-3","1.8","0.87","0","-3","0","0"
"1","7","2","0","0","-3","1.6","0.87","0","-3","0","0"
"1","7","3","0","0","-3","1.4","0.87","0","-3","0","0"
"1","7","4","0","0","-4","1.4","0.87","0","-4","0","0"
"1","7","5","0","0","-4","1.5","0.87","0","-4","0","0"
"1","7","6","0","0","-5","1.8","0.87","0","-5","0","0"
"1","7","7","0","0","-6","2.1","0.87","0","-6","0","0"
"1","7","8","273","27","-6","2.5","0.87","104.636","-4.035","155964.463","140562.806"
"1","7","9","612","63","-3","3.7","0.87","418.972","4.526","961340.214","917400.892"
"1","7","10","787","76","-1","5","0.87","549.809","7.28","1266991.245","1212221.492"
"1","7","11","853","85","0","6","0.87","505.812","6.734","1147071.041","1096550.537"
"1","7","12","878","87","0","6.7","0.87","455.582","5.596","1016628.729","970730.315"
"1","7","13","871","82","0","7","0.87","494.973","5.917","1118545.775","1069036.034"
"1","7","14","819","75","0","7","0.87","548.067","6.593","1265688.205","1210964.624"
"1","7","15","696","61","0","6.7","0.87","502.076","6.222","1155178.453","1104370.672"
"1","7","16","409","35","0","6.4","0.87","174.881","2.173","359998.87","337367.463"
"1","7","17","0","0","-1","6.1","0.87","0","-1","0","0"
"1","7","18","0","0","-2","5.9","0.87","0","-2","0","0"
"1","7","19","0","0","-2","6.1","0.87","0","-2","0","0"
"1","7","20","0","0","-2","6.2","0.87","0","-2","0","0"
"1","7","21","0","0","-2","6.1","0.87","0","-2","0","0"
"1","7","22","0","0","-3","5.8","0.87","0","-3","0","0"
"1","7","23","0","0","-3","5.4","0.87","0","-3","0","0"
"1","8","0","0","0","-3","5.1","0.87","0","-3","0","0"
"1","8","1","0","0","-4","4.7","0.87","0","-4","0","0"
"1","8","2","0","0","-4","4.4","0.87","0","-4","0","0"
"1","8","3","0","0","-4","4.2","0.87","0","-4","0","0"
"1","8","4","0","0","-4","4.1","0.87","0","-4","0","0"
"1","8","5","0","0","-4","4.1","0.87","0","-4","0","0"
"1","8","6","0","0","-4","4.1","0.87","0","-4","0","0"
"1","8","7","0","0","-4","3.8","0.87","0","-4","0","0"
"1","8","8","0","9","-3","3.6","0.87","7.417","-2.885","9748.28","0"
"1","8","9","16","76","-2","3.7","0.87","80.757","-0.558","175917.574","159808.899"
"1","8","10","47","127","0","3.6","0.87","150.513","2.736","334172.477","312456.201"
"1","8","11","385","142","0","3.1","0.87","337.606","6.646","756863.039","720169.156"
"1","8","12","476","139","0","2.8","0.87","340.175","7.019","751194.297","714701.28"
"1","8","13","495","127","0","2.9","0.87","364.674","7.417","813701.69","774993.787"
"1","8","14","509","99","0","3.2","0.87","400.593","7.793","912824.015","870603.814"
"1","8","15","434","70","0","3.3","0.87","357.982","6.848","814504.463","775768.115"
"1","8","16","163","39","0","3.1","0.87","124.253","2.389","253547.929","234688.501"
"1","8","17","0","0","0","3.1","0.87","0","0","0","0"
"1","8","18","0","0","-1","3.5","0.87","0","-1","0","0"
"1","8","19","0","0","-1","3.8","0.87","0","-1","0","0"
"1","8","20","0","0","-1","4.1","0.87","0","-1","0","0"
"1","8","21","0","0","-1","4.5","0.87","0","-1","0","0"
"1","8","22","0","0","-1","4.9","0.87","0","-1","0","0"
"1","8","23","0","0","-1","5.1","0.87","0","-1","0","0"
"1","9","0","0","0","-1","5.1","0.87","0","-1","0","0"
"1","9","1","0","0","-1","5.2","0.87","0","-1","0","0"
"1","9","2","0","0","-1","5.3","0.87","0","-1","0","0"
"1","9","3","0","0","0","5.6","0.87","0","0","0","0"
"1","9","4","0","0","0","5.9","0.87","0","0","0","0"
"1","9","5","0","0","0","5.9","0.87","0","0","0","0"
"1","9","6","0","0","0","6","0.87","0","0","0","0"
"1","9","7","0","0","0","6.2","0.87","0","0","0","0"
"1","9","8","249","25","0","6.6","0.87","101.438","1.086","148133.831","133009.644"
"1","9","9","613","58","1","6.7","0.87","417.739","6.17","953845.884","910172.116"
"1","9","10","754","78","1","6.8","0.87","537.013","7.593","1235418.839","1181767.822"
"1","9","11","820","88","2","6.9","0.87","497.561","8.02","1124293.707","1074580.295"
"1","9","12","849","89","3","6.8","0.87","449.387","8.466","994265.228","949159.242"
"1","9","13","847","85","3","7.3","0.87","489.236","8.678","1095599.163","1046902.512"
"1","9","14","811","74","4","8.5","0.87","544.413","9.691","1243954.703","1190001.226"
"1","9","15","719","57","3","9.6","0.87","515.817","7.916","1182087.703","1130326.419"
"1","9","16","489","31","2","9.5","0.87","188.618","3.771","394942.375","371072.78"
"1","9","17","0","0","1","8.8","0.87","0","1","0","0"
"1","9","18","0","0","1","8.3","0.87","0","1","0","0"
"1","9","19","0","0","0","7.4","0.87","0","0","0","0"
"1","9","20","0","0","0","5.8","0.87","0","0","0","0"
"1","9","21","0","0","-1","3.8","0.87","0","-1","0","0"
"1","9","22","0","0","-2","2.7","0.87","0","-2","0","0"
"1","9","23","0","0","-3","2.5","0.87","0","-3","0","0"
"1","10","0","0","0","-3","2.4","0.87","0","-3","0","0"
"1","10","1","0","0","-4","2.4","0.87","0","-4","0","0"
"1","10","2","0","0","-4","2.5","0.87","0","-4","0","0"
"1","10","3","0","0","-4","2.7","0.87","0","-4","0","0"
"1","10","4","0","0","-4","2.6","0.87","0","-4","0","0"
"1","10","5","0","0","-4","2.3","0.87","0","-4","0","0"
"1","10","6","0","0","-4","2","0.87","0","-4","0","0"
"1","10","7","0","0","-3","1.7","0.87","0","-3","0","0"
"1","10","8","194","24","-2","1.7","0.87","91.172","0.005","132997.05","118409.219"
"1","10","9","306","71","0","2","0.87","269.245","6.493","604882.205","573573.607"
"1","10","10","594","79","0","2.4","0.87","448.243","10.033","1018302.151","972344.441"
"1","10","11","853","78","1","3","0.87","505.942","11.143","1132588.95","1082581.605"
"1","10","12","875","81","2","3.4","0.87","454.516","10.494","999667.844","954370.422"
"1","10","13","480","132","2","3.8","0.87","364.149","8.418","809883.99","771311.364"
"1","10","14","431","113","2","3.6","0.87","373.387","8.816","844813.654","805003.332"
"1","10","15","125","95","1","2.8","0.87","185.379","4.845","413422.261","388897.851"
"1","10","16","76","38","0","2.7","0.87","75.945","1.57","154713.279","139355.956"
"1","10","17","0","0","0","3.6","0.87","0","0","0","0"
"1","10","18","0","0","0","4.3","0.87","0","0","0","0"
"1","10","19","0","0","0","4.7","0.1","0","0","0","0"
"1","10","20","0","0","0","5.2","0.1","0","0","0","0"
"1","10","21","0","0","0","5.3","0.1","0","0","0","0"
"1","10","22","0","0","0","5.5","0.1","0","0","0","0"
"1","10","23","0","0","1","5.6","0.1","0","1","0","0"
"1","11","0","0","0","1","5.9","0.1","0","1","0","0"
"1","11","1","0","0","1","6.8","0.1","0","1","0","0"
"1","11","2","0","0","1","7.4","0.1","0","1","0","0"
"1","11","3","0","0","1","7.3","0.1","0","1","0","0"
"1","11","4","0","0","1","7","0.1","0","1","0","0"
"1","11","5","0","0","1","6.7","0.1","0","1","0","0"
"1","11","6","0","0","1","6.3","0.1","0","1","0","0"
"1","11","7","0","0","2","6.1","0.1","0","2","0","0"
"1","11","8","0","2","2","6.4","0.1","1.475","2.016","0","0"
"1","11","9","0","46","3","6.6","0.1","34.321","3.427","71744.398","59326.993"
"1","11","10","0","102","3","6.8","0.1","80.836","3.987","175363.114","159274.085"
"1","11","11","0","22","4","6.9","0.1","18.271","4.221","37230.668","26036.222"
"1","11","12","0","52","5","6.2","0.1","51.607","5.669","107649.851","93960.173"
"1","11","13","0","54","6","5","0.1","47.634","6.713","99662.945","86256.274"
"1","11","14","0","99","7","4.5","0.1","76.881","8.229","163695.778","148020.17"
"1","11","15","637","56","7","4.2","0.1","475.159","14.955","1062799.072","1015264.659"
"1","11","16","0","20","5","3.9","0.1","14.864","5.254","28078.668","17208.513"
"1","11","17","0","0","5","3.7","0.1","0","5","0","0"
"1","11","18","0","0","5","3.7","0.1","0","5","0","0"
"1","11","19","0","0","5","3.9","0.1","0","5","0","0"
"1","11","20","0","0","4","3.9","0.1","0","4","0","0"
"1","11","21","0","0","4","3.8","0.1","0","4","0","0"
"1","11","22","0","0","4","3.8","0.1","0","4","0","0"
"1","11","23","0","0","3","3.7","0.1","0","3","0","0"
"1","12","0","0","0","3","3.7","0.1","0","3","0","0"
"1","12","1","0","0","3","4.2","0.1","0","3","0","0"
"1","12","2","0","0","2","4.7","0.1","0","2","0","0"
"1","12","3","0","0","2","4.9","0.1","0","2","0","0"
"1","12","4","0","0","2","5.1","0.1","0","2","0","0"
"1","12","5","0","0","2","5.3","0.1","0","2","0","0"
"1","12","6","0","0","2","5.4","0.1","0","2","0","0"
"1","12","7","0","0","2","5.5","0.1","0","2","0","0"
"1","12","8","0","8","2","5.5","0.1","5.921","2.073","7993.251","0"
"1","12","9","80","82","3","5.6","0.1","134.234","4.871","295793.295","275436.946"
"1","12","10","110","136","3","5.6","0.1","195.777","5.733","438151.881","412751.201"
"1","12","11","139","173","4","5.5","0.1","229.929","7.242","510448.618","482486.178"
"1","12","12","357","166","5","5.1","0.1","319.996","9.717","700524.275","665826.699"
"1","12","13","177","179","6","4.7","0.1","253.752","9.948","557516.013","527885.788"
"1","12","14","360","127","6","4.1","0.1","338.666","11.745","757642.001","720920.517"
"1","12","15","144","98","5","3.2","0.1","193.882","8.766","429555.607","404459.528"
"1","12","16","301","38","4","2.8","0.1","160.207","7.276","335274.885","313519.547"
"1","12","17","0","0","4","2.9","0.1","0","4","0","0"
"1","12","18","0","0","5","2.5","0.1","0","5","0","0"
"1","12","19","0","0","5","1.9","0.1","0","5","0","0"
"1","12","20","0","0","5","1.4","0.1","0","5","0","0"
"1","12","21","0","0","5","1.2","0.1","0","5","0","0"
"1","12","22","0","0","4","1.4","0.1","0","4","0","0"
"1","12","23","0","0","3","1.7","0.1","0","3","0","0"
"1","13","0","0","0","3","2.5","0.1","0","3","0","0"
"1","13","1","0","0","3","3.9","0.1","0","3","0","0"
"1","13","2","0","0","3","4.6","0.1","0","3","0","0"
"1","13","3","0","0","2","4.3","0.1","0","2","0","0"
"1","13","4","0","0","2","4.1","0.1","0","2","0","0"
"1","13","5","0","0","2","5.1","0.1","0","2","0","0"
"1","13","6","0","0","1","6","0.1","0","1","0","0"
"1","13","7","0","0","1","4.9","0.1","0","1","0","0"
"1","13","8","0","6","1","3.4","0.1","4.436","1.074","6119.284","0"
"1","13","9","109","83","3","2.5","0.1","151.307","6.312","333614.673","311918.163"
"1","13","10","1","115","4","2.1","0.1","93.37","6.204","201929.505","184899.123"
"1","13","11","0","89","5","2.3","0.1","74.654","6.693","159167.487","143652.334"
"1","13","12","4","149","5","2.6","0.1","149.656","8.199","321338.233","300076.725"
"1","13","13","0","83","4","3","0.1","73.77","5.475","157616.797","142156.591"
"1","13","14","0","67","3","3.4","0.1","50.076","3.939","106645.975","92991.868"
"1","13","15","0","19","2","3.5","0.1","14.097","2.26","28713.31","17820.667"
"1","13","16","0","5","1","3.2","0.1","3.694","1.07","6770.082","0"
"1","13","17","0","0","1","2.7","0.1","0","1","0","0"
"1","13","18","0","0","0","2.6","0.1","0","0","0","0"
"1","13","19","0","0","0","3.3","0.1","0","0","0","0"
"1","13","20","0","0","0","4.3","0.1","0","0","0","0"
"1","13","21","0","0","0","5.4","0.1","0","0","0","0"
"1","13","22","0","0","0","6.2","0.1","0","0","0","0"
"1","13","23","0","0","-1","6","0.1","0","-1","0","0"
"1","14","0","0","0","-2","5.5","0.1","0","-2","0","0"
"1","14","1","0","0","-3","5.3","0.1","0","-3","0","0"
"1","14","2","0","0","-4","5.3","0.1","0","-4","0","0"
"1","14","3","0","0","-5","5.5","0.1","0","-5","0","0"
"1","14","4","0","0","-5","5.6","0.1","0","-5","0","0"
"1","14","5","0","0","-6","5.5","0.1","0","-6","0","0"
"1","14","6","0","0","-6","5.3","0.1","0","-6","0","0"
"1","14","7","0","0","-6","5.2","0.1","0","-6","0","0"
"1","14","8","0","12","-5","5.3","0.1","8.9","-4.885","13394.029","3044.209"
"1","14","9","0","47","-4","5.2","0.1","35.071","-3.488","75468.448","62919.085"
"1","14","10","0","99","-3","4.9","0.1","77.908","-1.818","172465.085","156478.745"
"1","14","11","0","130","-2","4.5","0.1","110.969","-0.228","246149.356","227552.09"
"1","14","12","367","166","-2","4.2","0.1","326.35","3.418","731250.609","695464.277"
"1","14","13","897","68","-2","3.6","0.1","494.904","7.009","1121622.555","1072003.792"
"1","14","14","839","65","-2","3","0.1","550.541","9.086","1262394.098","1207787.24"
"1","14","15","377","83","-2","2.4","0.1","346.807","5.758","793571.62","755577.007"
"1","14","16","132","43","-3","1.9","0.1","108.449","-0.366","231614.045","213531.822"
"1","14","17","0","0","-4","1.7","0.1","0","-4","0","0"
"1","14","18","0","0","-4","1.8","0.1","0","-4","0","0"
"1","14","19","0","0","-4","2","0.1","0","-4","0","0"
"1","14","20","0","0","-4","1.9","0.1","0","-4","0","0"
"1","14","21","0","0","-5","1.6","0.1","0","-5","0","0"
"1","14","22","0","0","-6","1.5","0.1","0","-6","0","0"
"1","14","23","0","0","-6","1.8","0.1","0","-6","0","0"
"1","15","0","0","0","-6","2","0.1","0","-6","0","0"
"1","15","1","0","0","-7","2","0.1","0","-7","0","0"
"1","15","2","0","0","-7","2.2","0.1","0","-7","0","0"
"1","15","3","0","0","-7","2.5","0.1","0","-7","0","0"
"1","15","4","0","0","-7","2.5","0.1","0","-7","0","0"
"1","15","5","0","0","-7","2.4","0.1","0","-7","0","0"
"1","15","6","0","0","-7","2","0.1","0","-7","0","0"
"1","15","7","0","0","-6","1.8","0.1","0","-6","0","0"
"1","15","8","395","24","-5","1.5","0.1","125.2","-1.937","214480.156","197005.055"
"1","15","9","693","49","-3","1.4","0.1","456.058","9.55","1035424.55","988860.125"
"1","15","10","817","61","-2","1.5","0.1","559.68","13.08","1267469.406","1212682.71"
"1","15","11","873","68","-1","1.5","0.1","508.393","12.661","1140164.56","1089888.78"
"1","15","12","890","71","-1","1.3","0.1","462.886","11.952","1018288.849","972331.61"
"1","15","13","613","109","-1","0.9","0.1","404.864","11.546","899014.782","857283.898"
"1","15","14","405","124","-1","0.7","0.1","362.568","10.895","815239.85","776477.445"
"1","15","15","249","96","-1","0.6","0.1","269.034","8.072","605533.058","574201.398"
"1","15","16","134","45","-1","0.6","0.1","112.734","2.747","239284.427","220930.412"
"1","15","17","0","0","-2","1","0.1","0","-2","0","0"
"1","15","18","0","0","-2","1.4","0.1","0","-2","0","0"
"1","15","19","0","0","-2","1.5","0.1","0","-2","0","0"
"1","15","20","0","0","-3","1.2","0.1","0","-3","0","0"
"1","15","21","0","0","-3","1.1","0.1","0","-3","0","0"
"1","15","22","0","0","-3","0.9","0.1","0","-3","0","0"
"1","15","23","0","0","-3","0.8","0.1","0","-3","0","0"
"1","16","0","0","0","-3","0.7","0.1","0","-3","0","0"
"1","16","1","0","0","-3","0.7","0.1","0","-3","0","0"
"1","16","2","0","0","-4","0.7","0.1","0","-4","0","0"
"1","16","3","0","0","-4","0.7","0.1","0","-4","0","0"
"1","16","4","0","0","-4","0.7","0.1","0","-4","0","0"
"1","16","5","0","0","-4","0.9","0.1","0","-4","0","0"
"1","16","6","0","0","-4","1.2","0.1","0","-4","0","0"
"1","16","7","0","0","-5","1.5","0.1","0","-5","0","0"
"1","16","8","330","26","-4","2.3","0.1","125.828","-1.367","220254.978","202575.252"
"1","16","9","659","54","-2","3.4","0.1","450.99","6.496","1034093.067","987575.822"
"1","16","10","785","69","0","4.5","0.1","551.284","8.864","1265621.231","1210900.022"
"1","16","11","859","72","0","5.4","0.1","508.286","7.273","1161573.03","1110538.663"
"1","16","12","884","73","0","6.2","0.1","464.985","6.038","1044748.51","997853.7"
"1","16","13","866","72","1","6.7","0.1","488.38","7.033","1107418.751","1058303.285"
"1","16","14","831","63","1","6.8","0.1","546.883","7.716","1259409.681","1204908.572"
"1","16","15","733","51","0","6.4","0.1","539.758","6.913","1246306.768","1192269.948"
"1","16","16","379","38","0","6.3","0.1","195.277","2.494","426127.753","401153.136"
"1","16","17","0","0","0","6.8","0.1","0","0","0","0"
"1","16","18","0","0","0","7.2","0.1","0","0","0","0"
"1","16","19","0","0","0","7.1","0.11","0","0","0","0"
"1","16","20","0","0","0","6.7","0.11","0","0","0","0"
"1","16","21","0","0","0","6.1","0.11","0","0","0","0"
"1","16","22","0","0","0","5.8","0.11","0","0","0","0"
"1","16","23","0","0","0","5.7","0.11","0","0","0","0"
"1","17","0","0","0","0","5.1","0.11","0","0","0","0"
"1","17","1","0","0","-1","4.5","0.11","0","-1","0","0"
"1","17","2","0","0","-1","4","0.11","0","-1","0","0"
